Time,x-force,y-force,z-force
18/06/2021 10:41:39.107,-0.0245453285280011,-1.43035919598,-0.0088500760847996
18/06/2021 10:41:39.117,-0.0344376523680019,-1.402193647855,-0.00639172161679902
18/06/2021 10:41:39.127,-0.028873220208002,-1.11265181313,0.0550671400832012
18/06/2021 10:41:39.137,-0.0393838142879996,-1.14194398318,-0.0186834939568001
18/06/2021 10:41:39.147,-0.0233087880480021,-1.163349799755,0.0673589124232006
18/06/2021 10:41:39.157,-0.0369107333279999,-1.34248268583,-0.0211418484247989
18/06/2021 10:41:39.167,-0.0610232726880007,-1.40106702593,-0.0506421020407988
18/06/2021 10:41:39.177,-0.0517492190879985,-1.32896322273,-0.0113084305528002
18/06/2021 10:41:39.187,-0.0486578678879983,-1.26812563878,0.0206501775312002
18/06/2021 10:41:39.197,0.00389510251200065,-1.11490505698,-0.0162251394887996
18/06/2021 10:41:39.207,-0.0146530046880002,-1.24559320028,-0.00393336714880022
18/06/2021 10:41:39.217,-0.0233087880480021,-1.37853458743,0.0181918230632014
18/06/2021 10:41:39.227,-0.0536040298079996,-1.49119677993,-0.0481837475728
18/06/2021 10:41:39.237,-0.0523674893280006,-1.307557406155,0.0427753677432001
18/06/2021 10:41:39.247,-0.0220722475679977,-1.25685941953,-0.0481837475728
18/06/2021 10:41:39.257,-0.0165078154079978,-1.030408412605,0.0575254945512
18/06/2021 10:41:39.267,-0.0257818690080001,-1.228693871405,0.0304835954032008
18/06/2021 10:41:39.277,-0.0529857595679992,-1.242213334505,-0.0752256467207992
18/06/2021 10:41:39.287,-0.0449482464479996,-1.41458648903,0.0304835954032008
18/06/2021 10:41:39.297,-0.0344376523680019,-1.39430729438,-0.0506421020407988
18/06/2021 10:41:39.307,-0.00785203204800133,-1.269252260705,-0.0506421020407988
18/06/2021 10:41:39.317,-0.0264001392479987,-1.262492529155,0.0427753677432001
18/06/2021 10:41:39.327,-0.0344376523680019,-1.077726533455,-0.00393336714880022
18/06/2021 10:41:39.337,-0.0294914904479988,-1.44162541523,-0.0309752662968013
18/06/2021 10:41:39.347,-0.0492761381280005,-1.257986041455,-0.0211418484247989
18/06/2021 10:41:39.357,-0.0239270582879989,-1.38529431898,0.0108167596591997
18/06/2021 10:41:39.367,-0.0702973262879993,-1.059700582655,0.0206501775312002
18/06/2021 10:41:39.377,-0.015889545168001,-1.18475561633,0.000983341787199166
18/06/2021 10:41:39.387,-0.0579319214880005,-1.22756724948,0.00590005072320032
18/06/2021 10:41:39.397,-0.018362626127999,-1.30643078423,-0.0113084305528002
18/06/2021 10:41:39.407,-0.0387655440479975,-1.435992305605,0.00590005072320032
18/06/2021 10:41:39.417,-0.0511309488480016,-1.303050918455,-0.0260585573608001
18/06/2021 10:41:39.427,-0.0127981939679991,-1.31093727193,-0.0186834939568001
18/06/2021 10:41:39.437,-0.0443299762080009,-1.18024912863,0.0575254945512
18/06/2021 10:41:39.447,0.0076047239519994,-1.30643078423,-0.0826007101247992
18/06/2021 10:41:39.457,-0.0733886774880013,-1.260239285305,0.00590005072320032
18/06/2021 10:41:39.467,-0.0369107333279999,-1.377407965505,0.0181918230632014
18/06/2021 10:41:39.477,-0.0702973262879993,-1.26812563878,-0.0629338743807999
18/06/2021 10:41:39.487,-0.0239270582879989,-1.276011992255,0.00344169625519974
18/06/2021 10:41:39.497,-0.0195991666079998,-1.228693871405,0.0108167596591997
18/06/2021 10:41:39.507,-0.0492761381280005,-1.27488537033,0.00344169625519974
18/06/2021 10:41:39.517,-0.0127981939679991,-1.386420940905,-0.00393336714880022
18/06/2021 10:41:39.527,-0.0715338667680001,-1.28389834573,-0.0481837475728
18/06/2021 10:41:39.537,0.00884126443200195,-1.38304107513,0.0280252409352002
18/06/2021 10:41:39.547,-0.0517492190879985,-1.271505504555,-0.0334336207648001
18/06/2021 10:41:39.557,-0.00290587012800003,-1.257986041455,-0.0334336207648001
18/06/2021 10:41:39.567,-0.0672059750879992,-1.24559320028,0.0329419498711996
18/06/2021 10:41:39.577,-0.0412386250080008,-1.29741780883,-0.0260585573608001
18/06/2021 10:41:39.587,-0.0418568952479994,-1.32445673503,-0.0309752662968013
18/06/2021 10:41:39.597,-0.0393838142879996,-1.161096555905,0.0181918230632014
18/06/2021 10:41:39.607,-0.0134164642080012,-1.38304107513,-0.0555588109767999
18/06/2021 10:41:39.617,-0.0690607858080003,-1.23432698103,0.0354003043392002
18/06/2021 10:41:39.627,0.000185481072001892,-1.341356063905,-0.00639172161679902
18/06/2021 10:41:39.637,-0.0604050024480003,-1.262492529155,-0.067850583316801
18/06/2021 10:41:39.647,0.00451337275200103,-1.424726086355,0.0575254945512
18/06/2021 10:41:39.657,-0.0752434882079989,-1.29967105268,-0.0752256467207992
18/06/2021 10:41:39.667,-0.0325828416480007,-1.264745773005,-0.0506421020407988
18/06/2021 10:41:39.677,-0.0461847869279985,-1.226440627555,0.1165260017832
18/06/2021 10:41:39.687,-0.0468030571680007,-1.140817361255,-0.134226153952801
18/06/2021 10:41:39.697,-0.0121799237279987,-1.32220349118,0.0255668864671996
18/06/2021 10:41:39.707,-0.0820444608480013,-1.266999016855,0.0280252409352002
18/06/2021 10:41:39.717,-0.00847030228799994,-1.424726086355,-0.0875174190608003
18/06/2021 10:41:39.727,-0.0746252179680003,-1.27488537033,0.0329419498711996
18/06/2021 10:41:39.737,0.0119326156319985,-1.345862551605,-0.0481837475728
18/06/2021 10:41:39.747,-0.0437117059680006,-1.20278156713,0.0108167596591997
