,k [kN/m],f_fft [Hz],f_fitted [Hz],omega_fitted [1/s],omega_0 [1/s],f_0 [Hz],gamma_fitted [1/s],zeta_fitted,c_fitted [kg/s]
0,115.1,43.701,43.701,274.583,274.638,43.71,5.494,0.02,16.767
