,k [kN/m],f_fft [Hz],f_fitted [Hz],omega_fitted [1/s],omega_0 [1/s],f_0 [Hz],gamma_fitted [1/s],zeta_fitted,c_fitted [kg/s]
0,0.607,3.174,3.174,19.942,19.952,3.175,0.633,0.032,1.931
