,k [kN/m],f_fft [Hz],f_fitted [Hz],omega_fitted [1/s],omega_0 [1/s],f_0 [Hz],gamma_fitted [1/s],zeta_fitted,c_fitted [kg/s]
0,30.423,31.982,31.982,200.951,201.136,32.012,8.61,0.043,12.95
