,k [kN/m],f_fft [Hz],f_fitted [Hz],omega_fitted [1/s],omega_0 [1/s],f_0 [Hz],gamma_fitted [1/s],zeta_fitted,c_fitted [kg/s]
0,44.221,38.574,38.574,242.369,242.496,38.594,7.845,0.032,11.799
